SITEYRID,SiteName,Date,SurveyPeriod,VisitNum,NumObservers,_CloudCoverStart%,PrecipStart,NoiseStart,TempStart_F,_CloudCoverEnd,PrecipEnd,NoiseEnd,TempEnd_F,CallPtStart,CallPt_UTMEast,CallPt_UTMNorth,WaypointNum,DetectionNum,TimeDetection,_I_P,_A_V_B,Bearing,Distance,VocalCode,BehCode,NumKowlp,Detection_Notes,SurveyPt_Notes,Survey_Notes,Survey Type,Comments,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,6:18,598802,3534795,HC30,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,6:28,598741,3534681,HC28,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,6:37,598677,3534575,HC27,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,6:47,598607,3534489,HC26,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,6:56,598555,3534402,HC25,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,7:04,598527,3534300,HC24,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,7:13,598458,3534221,HC23,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,7:22,598413,3534122,HC22,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,7:31,598389,3534015,HC20,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,7:40,598356,3533915,HC19,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,7:48,598341,3533817,HC18,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,7:58,598303,3533714,HC17,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,8:06,598257,3533614,HC16,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,8:15,598218,3533521,HC15,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,8:24,598151,3533437,HC14,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,8:35,598107,3533334,HC13,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,8:45,598093,3533235,HC12,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,8:57,598025,3533134,HC11,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,9:06,597925,3533100,HC10,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,9:14,597865,3533026,HC09,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,9:25,597724,3532812,HC06,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,9:33,597692,3532683,HC05,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,9:41,597689,3532582,HC04,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,9:49,597676,3532482,HC03,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,9:58,597644,3532382,HC02,,,,,,,,,,,,,,,
896,Halfmoon East ,9/10/2020,Optional ,NR,2,0,0,0,58,10,0,0,74,10:06,597635,3532296,HC01,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,5:02,672609,3529012,ECC1,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,5:13,672650,3529111,ECC2,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,5:23,672670,3529225,ECC3,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,5:32,672744,3529314,ECC4,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,5:42,672776,3529430,ECC5,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,5:54,372879,3529482,ECC6,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,6:04,672970,3529553,ECC7,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,6:14,673080,3529596,ECC8,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,6:24,673080,3529596,ECC9,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,6:33,673233,3529676,ECC10,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,6:42,673287,3529877,ECC11,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,6:52,673337,3529967,ECC12,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,7:06,673383,3530077,ECC13,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,7:20,673443,3530179,ECC14,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,7:30,673552,3530257,ECC15,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,7:40,673620,3530363,ECC16,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,7:50,673695,3530455,ECC17,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,7:59,673781,3530501,ECC18,,,,,,,,,,,,,,,
894,South Fork East ,6/24/2020,1,1,4,0<25,0,1,62,0<25,0,0,80,8:08,673820,3530617,ECC19,1,8:11,P,B,335,25,CN,"ST, FLY",2,"YBCU found in sycamore on north side of drainage. contact called once, flew West out of sight on north end, called again, then flew on south end drainage to another sycamore. Then flew south out of sight. ",,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,4:58,673888,3530697,20,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,5:07,673820,3530617,19,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,5:16,673781,3530501,18,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,5:25,673695,3530455,17,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,5:34,673620,3530363,16,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,5:43,673552,3530257,15,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,5:52,673443,3530179,14,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,6:02,673383,3530077,13,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,6:13,673337,3529967,12,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,6:23,673287,3529877,11,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,6:35,673233,3529767,10,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,6:45,673166,3529676,9,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,7:00,673080,3529596,8,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,7:12,672970,3529553,7,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,7:23,672879,3529482,6,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,7:32,672776,5329430,5,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,7:43,672744,3529314,4,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,7:52,672670,3529225,3,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,8:01,672650,3529111,2,,,,,,,,,,,,,,,
894,South Fork East ,7/7/2020,2,2,2,20,0,0,60,10,0,0,85,8:13,672609,3529012,1,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,5:39,673820,3530617,19,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,5:48,673781,3530501,18,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,5:57,673695,3530455,17,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,6:07,673620,3530363,16,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,6:17,673552,3530257,15,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,6:26,673443,3530179,14,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,6:37,673383,3530077,13,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,6:46,673337,3529967,12,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,6:55,673287,3529877,11,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,7:09,673233,3529767,10,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,7:18,673166,3529676,9,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,7:30,673080,3529596,8,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,7:39,672970,3529553,7,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,7:51,672879,3529482,6,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,7:59,672776,3529430,5,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,8:08,672744,3529314,4,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,8:18,672670,3529225,3,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,8:27,672650,3529111,2,,,,,,,,,,,,,,,
894,South Fork East ,8/4/2020,3,3,2,C,0,3,63,C,0,2,84,8:38,672609,3529012,1,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,5:32,673888,3530697,20,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,5:41,673820,3530617,19,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,5:50,673781,3530501,18,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,6:00,673695,3530455,17,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,6:10,673620,3530363,16,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,6:20,673552,3530257,15,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,6:31,673443,3530179,14,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,6:46,673383,3530077,13,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,7:00,673337,3529967,12,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,7:10,673287,3529877,11,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,7:22,673233,3529767,10,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,7:33,673166,3529676,9,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,7:46,673080,3529596,8,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,7:57,672970,3529553,7,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,8:06,672879,3529482,6,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,8:17,672776,3529430,5,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,8:30,672744,3529314,4,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,8:42,672670,3529225,3,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,8:52,672650,3529111,2,,,,,,,,,,,,,,,
894,South Fork East ,8/25/2020,post-breeding season,4,NR,0,0,2,64,0,0,1,74,9:01,672609,3529012,1,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,6:01,594716,3533079,S1,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,6:19,594589,3533126,S2,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,6:28,594488,3533078,S3,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,6:38,594387,3533026,S4,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,6:46,574305,3532993,S5,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,6:58,594162,3532916,S6,,,,,,,,,,,Mexican Jays present- waited to call playback ,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,7:07,594060,3532859,S7,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,7:16,593949,3532835,S8,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,7:24,593853,3532815,S9,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,7:32,593796,3532752,S10,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,7:41,593735,3532642,S11,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,7:51,593659,3532606,S12,,,,,,,,,,,lack of overstoy begins- exposed area,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,8:00,593537,8532587,S13,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,8:08,593418,3532599,S14,,,,,,,,,,,,,,,
897,Stronghold,7/16/2020,2,1,4,20,0,0,58,20,0,0,75,8:18,593284,3532612,S15,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,5:24,594716,3533079,1,,,,,,,,,,,,"Coopers hawk at points 11, 13, and 15. Stopped calls early, hawk stayed in area though, so survey stopped/discontinued",,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,5:35,594589,3533126,2,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,5:45,594488,3533078,3,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,5:54,591387,3533026,4,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,6:03,594305,3532993,5,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,6:14,594162,3532916,6,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,6:24,594060,3532859,7,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,6:36,593949,3532835,8,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,6:45,593853,3532815,9,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,6:56,593796,3532752,10,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,7:04,593735,3532642,11,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,7:14,593659,3532606,12,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,7:24,593537,3532587,13,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,7:35,593418,3532599,14,,,,,,,,,,,,,,,
897,Stronghold,8/6/2020,3,2,4,C,0,1,65,C,0,0,82,7:46,593284,3532612,15,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,5:42,594716,3533079,1,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,5:51,594589,3533126,2,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,5:59,594488,3533078,3,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,6:08,594387,3533026,4,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,6:18,594305,3532993,5,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,6:26,594162,3532916,6,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,6:35,594060,3532859,7,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,6:43,593949,3532835,8,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,6:52,593853,3532815,9,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,7:01,593796,3532752,10,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,7:10,593735,3532642,11,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,7:20,593659,3532606,12,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,7:28,593537,3532587,13,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,7:37,593418,3532599,14,,,,,,,,,,,,,,,
897,Stronghold ,8/27/2020,Post-season,3,2,C,0,0,62,C,0,0,83,7:46,593284,3532612,15,,,,,,,,,,,,,,,
897,Stronghold ,9/10/2020,Post-breed,4,2,5,0,0,56,10,0,0,67,5:58,594716,3533079,1,,,,,,,,,,,,,,,
897,Stronghold ,9/10/2020,Post-breed,4,2,5,0,0,56,10,0,0,67,6:07,594589,3533126,2,,,,,,,,,,,,,,,
